revenu_mensuel_net,revenu_annuel,charges_mensuelles_totales,montant_demande,nbr_mois_remboursement,anciennete_emploi_mois,type_contrat,TARGET
1231.0,14772.0,525.0,559.0,10.0,229.0,CDI,0
2351.0,28212.0,777.0,8520.0,22.0,95.0,CDD,1
805.0,9660.0,523.0,1395.0,19.0,113.0,CDI,0
805.0,9660.0,446.0,1750.0,17.0,22.0,CDD,0
899.0,10788.0,506.0,532.0,10.0,34.0,CDI,1
933.0,11196.0,545.0,13768.0,36.0,18.0,CDD,0
1452.0,17424.0,794.0,1487.0,20.0,48.0,CDI,0
555.0,6660.0,361.0,679.0,20.0,22.0,CDI,0
1231.0,14772.0,616.0,1886.0,13.0,29.0,CDI,0
555.0,6660.0,361.0,522.0,9.0,116.0,CDI,0
1319.0,15828.0,474.0,1558.0,14.0,44.0,CDI,0
805.0,9660.0,523.0,2437.0,23.0,80.0,CDI,0
555.0,6660.0,361.0,1029.0,18.0,25.0,CDD,0
805.0,9660.0,523.0,6999.0,34.0,22.0,CDD,0
1452.0,17424.0,538.0,5300.0,21.0,14.0,CDI,0
621.0,7452.0,404.0,986.0,10.0,45.0,CDD,0
621.0,7452.0,404.0,743.0,20.0,173.0,CDD,0
621.0,7452.0,404.0,2240.0,19.0,48.0,CDI,0
1231.0,14772.0,570.0,932.0,15.0,22.0,CDI,0
555.0,6660.0,361.0,610.0,16.0,125.0,CDI,1
1452.0,17424.0,516.0,1578.0,16.0,41.0,CDD,0
805.0,9660.0,523.0,3249.0,19.0,92.0,CDI,0
1912.0,22944.0,631.0,2487.0,9.0,132.0,CDI,0
1912.0,22944.0,653.0,3119.0,20.0,97.0,CDI,0
2145.0,25740.0,718.0,8676.0,26.0,92.0,CDI,0
1661.0,19932.0,597.0,6342.0,28.0,26.0,CDI,0
621.0,7452.0,404.0,647.0,9.0,7.0,CDD,0
2351.0,28212.0,1081.0,8520.0,22.0,14.0,CDI,0
1758.0,21096.0,666.0,14953.0,36.0,16.0,CDI,0
805.0,9660.0,523.0,743.0,20.0,21.0,CDI,0
1661.0,19932.0,1065.0,10201.0,18.0,15.0,CDI,0
1452.0,17424.0,944.0,8775.0,20.0,3.0,CDD,0
1912.0,22944.0,673.0,2619.0,15.0,15.0,CDD,1
1912.0,22944.0,581.0,4734.0,28.0,69.0,CDI,0
1026.0,12312.0,647.0,8775.0,21.0,5.0,CDI,0
2201.0,26412.0,951.0,12287.0,28.0,54.0,CDI,0
1912.0,22944.0,764.0,1267.0,21.0,155.0,CDI,0
2220.0,26640.0,767.0,7983.0,25.0,8.0,CDI,1
2351.0,28212.0,697.0,9691.0,35.0,32.0,CDI,0
1661.0,19932.0,921.0,3757.0,26.0,7.0,CDD,0
899.0,10788.0,506.0,5401.0,28.0,7.0,CDI,0
919.0,11028.0,597.0,1190.0,9.0,25.0,CDI,0
3189.0,38268.0,1231.0,12249.0,34.0,242.0,CDI,0
1026.0,12312.0,667.0,1534.0,21.0,26.0,CDI,1
2351.0,28212.0,899.0,6827.0,31.0,40.0,CDI,0
1661.0,19932.0,499.0,2962.0,31.0,67.0,CDI,1
805.0,9660.0,468.0,2732.0,18.0,6.0,CDI,1
1026.0,12312.0,649.0,3701.0,21.0,117.0,CDI,0
1347.0,16164.0,539.0,881.0,8.0,7.0,CDD,0
805.0,9660.0,444.0,11784.0,34.0,36.0,CDI,0
1452.0,17424.0,613.0,1791.0,19.0,80.0,CDI,0
805.0,9660.0,502.0,6581.0,31.0,12.0,CDI,0
555.0,6660.0,361.0,959.0,10.0,105.0,CDI,0
1554.0,18648.0,928.0,1155.0,17.0,75.0,CDD,0
2771.0,33252.0,1175.0,8991.0,18.0,18.0,CDI,0
1026.0,12312.0,667.0,7284.0,31.0,98.0,CDI,0
1912.0,22944.0,744.0,4726.0,36.0,60.0,CDI,0
621.0,7452.0,404.0,596.0,14.0,33.0,CDI,0
621.0,7452.0,404.0,644.0,15.0,32.0,CDI,0
621.0,7452.0,404.0,929.0,15.0,4.0,CDI,1
1026.0,12312.0,647.0,8689.0,30.0,77.0,CDI,0
884.0,10608.0,498.0,5003.0,16.0,8.0,CDI,0
695.0,8340.0,452.0,1662.0,16.0,63.0,CDD,0
1912.0,22944.0,1097.0,12317.0,34.0,167.0,CDI,0
555.0,6660.0,361.0,1733.0,16.0,36.0,CDI,0
1557.0,18684.0,544.0,2437.0,26.0,153.0,CDI,0
1026.0,12312.0,492.0,1729.0,18.0,21.0,CDI,0
1026.0,12312.0,667.0,1705.0,26.0,34.0,CDI,0
2572.0,30864.0,1417.0,4812.0,10.0,189.0,CDI,0
1661.0,19932.0,665.0,1092.0,19.0,102.0,CDI,0
1781.0,21372.0,803.0,6284.0,34.0,69.0,CDD,0
1026.0,12312.0,458.0,4378.0,24.0,52.0,CDI,0
805.0,9660.0,514.0,679.0,20.0,16.0,CDD,0
1452.0,17424.0,883.0,645.0,13.0,123.0,CDI,0
557.0,6684.0,362.0,1352.0,19.0,43.0,CDI,0
555.0,6660.0,361.0,743.0,20.0,68.0,CDI,0
919.0,11028.0,477.0,861.0,13.0,25.0,CDI,0
1452.0,17424.0,491.0,914.0,20.0,23.0,CDD,1
2351.0,28212.0,877.0,7770.0,20.0,91.0,CDI,1
1912.0,22944.0,914.0,761.0,20.0,13.0,CDI,0
1231.0,14772.0,474.0,3721.0,31.0,13.0,CDI,0
1452.0,17424.0,633.0,2203.0,31.0,95.0,CDI,0
621.0,7452.0,404.0,1864.0,23.0,54.0,CDD,0
1026.0,12312.0,506.0,12317.0,36.0,61.0,CDI,0
1564.0,18768.0,762.0,1431.0,16.0,17.0,CDD,0
1912.0,22944.0,1038.0,2269.0,21.0,27.0,CDI,0
2975.0,35700.0,937.0,9921.0,20.0,64.0,CDD,0
805.0,9660.0,523.0,609.0,16.0,114.0,CDD,0
1661.0,19932.0,897.0,1635.0,18.0,171.0,CDI,0
1231.0,14772.0,466.0,1680.0,18.0,112.0,CDI,0
899.0,10788.0,478.0,1250.0,9.0,50.0,CDI,0
2771.0,33252.0,857.0,5749.0,18.0,216.0,CDD,0
1661.0,19932.0,752.0,1869.0,19.0,17.0,CDI,0
2771.0,33252.0,880.0,9175.0,20.0,23.0,CDD,0
3426.0,41112.0,1141.0,5300.0,24.0,48.0,CDD,0
1912.0,22944.0,805.0,1367.0,16.0,154.0,CDD,1
1026.0,12312.0,453.0,12081.0,34.0,11.0,CDI,0
1771.0,21252.0,1150.0,881.0,10.0,26.0,CDD,0
1231.0,14772.0,475.0,2920.0,18.0,15.0,CDI,0
1231.0,14772.0,698.0,5144.0,15.0,10.0,CDI,0
1661.0,19932.0,901.0,2732.0,14.0,65.0,CDI,0
3189.0,38268.0,1418.0,5683.0,16.0,57.0,CDD,0
2771.0,33252.0,1138.0,2732.0,18.0,13.0,CDD,0
1661.0,19932.0,570.0,8520.0,20.0,38.0,CDI,0
1026.0,12312.0,469.0,1395.0,20.0,153.0,CDI,0
2351.0,28212.0,829.0,11103.0,31.0,85.0,CDD,0
555.0,6660.0,361.0,8626.0,34.0,114.0,CDI,0
555.0,6660.0,361.0,1233.0,19.0,359.0,CDI,0
1912.0,22944.0,852.0,1367.0,19.0,79.0,CDI,0
621.0,7452.0,404.0,4378.0,25.0,66.0,CDI,0
2351.0,28212.0,1013.0,4812.0,9.0,65.0,CDI,0
1347.0,16164.0,629.0,5496.0,25.0,22.0,CDI,0
1026.0,12312.0,667.0,1847.0,18.0,187.0,CDD,0
555.0,6660.0,361.0,1664.0,18.0,166.0,CDI,0
2351.0,28212.0,933.0,573.0,9.0,93.0,CDD,0
1231.0,14772.0,651.0,611.0,9.0,238.0,CDI,0
1231.0,14772.0,800.0,10629.0,28.0,121.0,CDI,0
555.0,6660.0,361.0,1092.0,10.0,51.0,CDD,0
555.0,6660.0,361.0,1646.0,16.0,55.0,CDI,0
1912.0,22944.0,740.0,2962.0,20.0,57.0,CDD,0
1661.0,19932.0,714.0,7284.0,21.0,36.0,CDI,0
2351.0,28212.0,1087.0,2652.0,20.0,6.0,CDI,0
3597.0,43164.0,1145.0,5003.0,15.0,71.0,CDI,0
805.0,9660.0,523.0,6868.0,20.0,35.0,CDI,0
1026.0,12312.0,583.0,1092.0,20.0,38.0,CDI,0
1319.0,15828.0,627.0,8273.0,24.0,78.0,CDI,0
805.0,9660.0,523.0,3223.0,26.0,92.0,CDI,0
1912.0,22944.0,940.0,2437.0,13.0,4.0,CDD,0
805.0,9660.0,523.0,815.0,9.0,98.0,CDD,1
2145.0,25740.0,1104.0,3873.0,15.0,24.0,CDD,0
621.0,7452.0,404.0,776.0,18.0,114.0,CDI,0
2076.0,24912.0,771.0,5300.0,25.0,146.0,CDI,0
1347.0,16164.0,718.0,6248.0,30.0,323.0,CDI,0
1661.0,19932.0,735.0,773.0,13.0,107.0,CDI,0
3189.0,38268.0,1257.0,10201.0,34.0,84.0,CDI,0
1452.0,17424.0,509.0,1168.0,8.0,260.0,CDI,0
1912.0,22944.0,978.0,743.0,20.0,23.0,CDD,0
1145.0,13740.0,552.0,1814.0,23.0,18.0,CDI,0
712.0,8544.0,463.0,622.0,18.0,132.0,CDI,0
2145.0,25740.0,1014.0,927.0,9.0,4.0,CDI,0
1231.0,14772.0,615.0,6913.0,20.0,28.0,CDD,0
3189.0,38268.0,1023.0,4378.0,20.0,227.0,CDI,0
712.0,8544.0,455.0,679.0,20.0,55.0,CDI,0
1026.0,12312.0,541.0,3119.0,21.0,32.0,CDI,1
1748.0,20976.0,775.0,8318.0,34.0,198.0,CDI,0
1912.0,22944.0,805.0,2870.0,14.0,61.0,CDI,0
3942.0,47304.0,1553.0,9652.0,28.0,93.0,CDD,0
621.0,7452.0,404.0,3003.0,21.0,73.0,CDD,0
805.0,9660.0,523.0,2039.0,17.0,31.0,CDI,0
805.0,9660.0,523.0,5608.0,24.0,50.0,CDI,0
1452.0,17424.0,636.0,1029.0,19.0,33.0,CDD,0
2351.0,28212.0,1268.0,2732.0,16.0,16.0,CDI,0
1026.0,12312.0,569.0,2235.0,19.0,50.0,CDD,0
1026.0,12312.0,487.0,8520.0,26.0,5.0,CDD,0
1026.0,12312.0,661.0,633.0,14.0,104.0,CDI,0
555.0,6660.0,361.0,815.0,19.0,59.0,CDI,0
1912.0,22944.0,1011.0,2356.0,8.0,128.0,CDD,0
805.0,9660.0,458.0,2437.0,21.0,18.0,CDI,0
555.0,6660.0,361.0,679.0,20.0,55.0,CDI,0
2351.0,28212.0,930.0,11039.0,24.0,20.0,CDD,0
621.0,7452.0,404.0,1650.0,26.0,100.0,CDI,0
805.0,9660.0,523.0,1534.0,32.0,5.0,CDI,0
1452.0,17424.0,506.0,1395.0,20.0,10.0,CDI,0
1661.0,19932.0,738.0,8991.0,30.0,24.0,CDI,0
1026.0,12312.0,667.0,1352.0,19.0,144.0,CDI,0
1026.0,12312.0,507.0,5300.0,23.0,314.0,CDI,0
805.0,9660.0,470.0,1857.0,11.0,45.0,CDI,0
2145.0,25740.0,693.0,1092.0,20.0,29.0,CDI,0
1231.0,14772.0,484.0,13320.0,25.0,109.0,CDI,0
805.0,9660.0,523.0,3721.0,34.0,182.0,CDI,0
1912.0,22944.0,1007.0,1395.0,21.0,17.0,CDI,0
1231.0,14772.0,511.0,1431.0,15.0,61.0,CDI,0
712.0,8544.0,463.0,1010.0,23.0,12.0,CDI,0
2145.0,25740.0,959.0,1092.0,20.0,8.0,CDI,0
621.0,7452.0,404.0,12066.0,36.0,55.0,CDI,0
3597.0,43164.0,1366.0,637.0,21.0,18.0,CDD,0
1319.0,15828.0,764.0,1553.0,17.0,76.0,CDI,0
805.0,9660.0,523.0,679.0,20.0,116.0,CDI,0
695.0,8340.0,441.0,743.0,21.0,41.0,CDI,0
1661.0,19932.0,816.0,9464.0,34.0,35.0,CDI,0
1231.0,14772.0,614.0,2362.0,12.0,60.0,CDI,0
805.0,9660.0,523.0,1395.0,20.0,7.0,CDD,0
2572.0,30864.0,1292.0,1314.0,17.0,42.0,CDI,0
3189.0,38268.0,1245.0,12152.0,36.0,47.0,CDI,0
555.0,6660.0,361.0,526.0,9.0,78.0,CDD,0
1231.0,14772.0,780.0,3119.0,21.0,92.0,CDI,0
3597.0,43164.0,1356.0,8991.0,30.0,156.0,CDI,0
1231.0,14772.0,536.0,10201.0,34.0,15.0,CDI,0
1026.0,12312.0,667.0,4159.0,17.0,18.0,CDD,1
1231.0,14772.0,469.0,775.0,10.0,73.0,CDD,0
555.0,6660.0,361.0,1210.0,21.0,44.0,CDI,0
805.0,9660.0,483.0,959.0,10.0,224.0,CDI,0
1231.0,14772.0,492.0,4715.0,31.0,64.0,CDI,0
555.0,6660.0,361.0,551.0,8.0,51.0,CDI,0
621.0,7452.0,404.0,815.0,20.0,39.0,CDD,0
1564.0,18768.0,636.0,1092.0,20.0,124.0,CDI,0
919.0,11028.0,558.0,1029.0,12.0,15.0,CDI,0
1661.0,19932.0,939.0,4133.0,31.0,28.0,CDD,0
555.0,6660.0,361.0,2437.0,34.0,232.0,CDD,0
555.0,6660.0,361.0,2203.0,23.0,7.0,CDI,0
1661.0,19932.0,649.0,3958.0,20.0,26.0,CDD,0
2351.0,28212.0,892.0,13545.0,36.0,360.0,CDI,0
805.0,9660.0,523.0,1442.0,15.0,24.0,CDI,0
805.0,9660.0,468.0,9246.0,28.0,22.0,CDI,0
1231.0,14772.0,585.0,8125.0,26.0,25.0,CDD,0
805.0,9660.0,503.0,1260.0,27.0,5.0,CDI,0
712.0,8544.0,438.0,1288.0,9.0,13.0,CDD,0
555.0,6660.0,361.0,2203.0,31.0,360.0,CDI,0
621.0,7452.0,404.0,5924.0,21.0,29.0,CDI,0
695.0,8340.0,452.0,1309.0,23.0,131.0,CDI,0
1452.0,17424.0,591.0,1570.0,20.0,126.0,CDD,0
2771.0,33252.0,1436.0,7284.0,21.0,7.0,CDI,0
2771.0,33252.0,1146.0,959.0,8.0,23.0,CDI,0
1231.0,14772.0,572.0,1728.0,18.0,295.0,CDI,1
621.0,7452.0,404.0,1260.0,13.0,30.0,CDD,1
1661.0,19932.0,790.0,4879.0,15.0,7.0,CDD,1
621.0,7452.0,404.0,1352.0,16.0,37.0,CDD,0
2975.0,35700.0,899.0,935.0,12.0,98.0,CDI,0
805.0,9660.0,523.0,1092.0,20.0,44.0,CDI,0
1452.0,17424.0,566.0,10660.0,34.0,35.0,CDI,0
919.0,11028.0,511.0,2039.0,25.0,28.0,CDI,0
1661.0,19932.0,667.0,6398.0,19.0,83.0,CDD,0
1231.0,14772.0,583.0,12206.0,34.0,57.0,CDI,1
2351.0,28212.0,981.0,10201.0,34.0,66.0,CDD,0
1026.0,12312.0,548.0,1092.0,20.0,141.0,CDI,0
1026.0,12312.0,667.0,14257.0,29.0,191.0,CDI,0
1661.0,19932.0,672.0,13907.0,29.0,46.0,CDI,0
805.0,9660.0,523.0,1487.0,21.0,28.0,CDI,0
1132.0,13584.0,516.0,5467.0,28.0,80.0,CDI,0
1026.0,12312.0,509.0,3802.0,27.0,111.0,CDI,0
621.0,7452.0,404.0,3119.0,28.0,26.0,CDI,0
1026.0,12312.0,542.0,7890.0,27.0,36.0,CDI,0
725.0,8700.0,471.0,815.0,20.0,14.0,CDI,0
2771.0,33252.0,1056.0,6284.0,34.0,87.0,CDI,0
621.0,7452.0,404.0,1092.0,20.0,18.0,CDI,0
1661.0,19932.0,613.0,4378.0,26.0,32.0,CDI,0
1231.0,14772.0,800.0,10201.0,36.0,95.0,CDI,0
1149.0,13788.0,473.0,2652.0,36.0,41.0,CDI,0
555.0,6660.0,361.0,679.0,20.0,44.0,CDD,0
884.0,10608.0,531.0,6215.0,28.0,19.0,CDI,0
555.0,6660.0,361.0,550.0,9.0,7.0,CDI,0
1026.0,12312.0,530.0,1092.0,20.0,12.0,CDI,0
3189.0,38268.0,1072.0,12152.0,36.0,101.0,CDI,0
805.0,9660.0,523.0,1178.0,26.0,8.0,CDD,0
1452.0,17424.0,721.0,4378.0,16.0,64.0,CDI,0
1026.0,12312.0,470.0,1001.0,10.0,72.0,CDI,0
1452.0,17424.0,529.0,2039.0,9.0,8.0,CDI,0
725.0,8700.0,471.0,8332.0,30.0,129.0,CDD,0
712.0,8544.0,463.0,959.0,8.0,53.0,CDI,0
1452.0,17424.0,811.0,10506.0,31.0,15.0,CDD,1
1231.0,14772.0,545.0,1297.0,21.0,54.0,CDI,0
1452.0,17424.0,550.0,13545.0,34.0,78.0,CDI,0
1231.0,14772.0,579.0,4600.0,25.0,41.0,CDI,0
1231.0,14772.0,463.0,13768.0,36.0,103.0,CDI,0
1026.0,12312.0,536.0,641.0,14.0,26.0,CDI,0
695.0,8340.0,452.0,1170.0,17.0,25.0,CDI,0
3942.0,47304.0,1670.0,2410.0,14.0,156.0,CDD,0
805.0,9660.0,523.0,1352.0,18.0,27.0,CDI,0
1026.0,12312.0,483.0,2039.0,21.0,29.0,CDI,0
1231.0,14772.0,472.0,7890.0,31.0,6.0,CDI,0
3942.0,47304.0,1093.0,9652.0,36.0,129.0,CDI,1
1452.0,17424.0,679.0,3497.0,26.0,41.0,CDI,0
3800.0,45600.0,1189.0,2301.0,10.0,140.0,CDI,0
1912.0,22944.0,701.0,4786.0,25.0,16.0,CDD,0
1231.0,14772.0,595.0,3119.0,15.0,20.0,CDD,1
2145.0,25740.0,762.0,13545.0,34.0,62.0,CDI,0
2572.0,30864.0,895.0,7284.0,34.0,67.0,CDI,0
555.0,6660.0,361.0,1288.0,10.0,35.0,CDI,0
1026.0,12312.0,523.0,861.0,9.0,77.0,CDI,0
1452.0,17424.0,655.0,8677.0,25.0,91.0,CDI,0
1231.0,14772.0,480.0,2399.0,16.0,139.0,CDD,0
621.0,7452.0,404.0,7653.0,31.0,13.0,CDI,0
1026.0,12312.0,667.0,11784.0,34.0,10.0,CDD,0
1661.0,19932.0,553.0,7284.0,28.0,72.0,CDI,1
1452.0,17424.0,746.0,3119.0,15.0,91.0,CDI,0
1231.0,14772.0,504.0,3958.0,20.0,72.0,CDD,0
1026.0,12312.0,638.0,1092.0,20.0,53.0,CDI,0
1231.0,14772.0,573.0,1425.0,9.0,62.0,CDI,0
2771.0,33252.0,1142.0,9770.0,20.0,62.0,CDI,0
1026.0,12312.0,549.0,815.0,15.0,56.0,CDD,0
1231.0,14772.0,688.0,928.0,13.0,118.0,CDI,0
2090.0,25080.0,855.0,12050.0,28.0,271.0,CDI,0
1026.0,12312.0,667.0,1152.0,9.0,44.0,CDI,1
1661.0,19932.0,705.0,1190.0,9.0,28.0,CDI,0
555.0,6660.0,361.0,1210.0,17.0,169.0,CDI,0
2351.0,28212.0,852.0,8114.0,19.0,91.0,CDI,0
621.0,7452.0,404.0,1092.0,20.0,73.0,CDI,0
2351.0,28212.0,1097.0,2362.0,13.0,24.0,CDD,1
2630.0,31560.0,759.0,8936.0,34.0,360.0,CDD,0
1576.0,18912.0,948.0,1415.0,9.0,98.0,CDI,0
3942.0,47304.0,1760.0,14856.0,10.0,79.0,CDD,0
555.0,6660.0,361.0,591.0,9.0,32.0,CDI,0
2771.0,33252.0,1064.0,2894.0,25.0,80.0,CDI,0
1231.0,14772.0,498.0,4378.0,31.0,150.0,CDI,0
686.0,8232.0,446.0,3810.0,25.0,291.0,CDD,0
919.0,11028.0,469.0,573.0,20.0,24.0,CDI,0
1452.0,17424.0,659.0,1092.0,20.0,30.0,CDD,0
555.0,6660.0,361.0,6061.0,34.0,105.0,CDI,0
3189.0,38268.0,877.0,13875.0,11.0,81.0,CDI,0
899.0,10788.0,487.0,11288.0,30.0,21.0,CDI,0
2145.0,25740.0,827.0,9168.0,34.0,106.0,CDD,0
1452.0,17424.0,626.0,5300.0,23.0,102.0,CDI,0
1912.0,22944.0,574.0,4113.0,31.0,8.0,CDI,0
933.0,11196.0,606.0,3119.0,20.0,34.0,CDI,0
621.0,7452.0,404.0,7890.0,31.0,210.0,CDI,0
1231.0,14772.0,727.0,5439.0,24.0,238.0,CDI,0
621.0,7452.0,404.0,10664.0,28.0,183.0,CDI,0
1026.0,12312.0,579.0,2894.0,19.0,61.0,CDD,0
2351.0,28212.0,951.0,1745.0,14.0,40.0,CDI,0
805.0,9660.0,451.0,1606.0,13.0,18.0,CDI,0
1661.0,19932.0,686.0,5300.0,21.0,34.0,CDI,0
2145.0,25740.0,863.0,2282.0,11.0,14.0,CDI,0
2572.0,30864.0,779.0,3873.0,11.0,29.0,CDI,0
621.0,7452.0,404.0,815.0,9.0,28.0,CDI,1
695.0,8340.0,452.0,1773.0,20.0,3.0,CDD,0
621.0,7452.0,404.0,3818.0,21.0,18.0,CDI,1
621.0,7452.0,404.0,4949.0,13.0,36.0,CDI,0
1026.0,12312.0,510.0,938.0,14.0,37.0,CDI,0
621.0,7452.0,404.0,1210.0,15.0,39.0,CDD,0
1452.0,17424.0,645.0,5144.0,13.0,182.0,CDI,0
1026.0,12312.0,464.0,7983.0,24.0,178.0,CDI,0
621.0,7452.0,404.0,588.0,17.0,54.0,CDI,0
1026.0,12312.0,481.0,815.0,19.0,55.0,CDD,0
621.0,7452.0,404.0,815.0,19.0,7.0,CDI,0
1912.0,22944.0,722.0,1233.0,19.0,126.0,CDI,0
1912.0,22944.0,921.0,6340.0,21.0,59.0,CDI,0
1452.0,17424.0,547.0,6061.0,34.0,24.0,CDI,0
1347.0,16164.0,624.0,770.0,19.0,148.0,CDI,0
555.0,6660.0,361.0,12184.0,24.0,42.0,CDI,0
2351.0,28212.0,1160.0,589.0,10.0,141.0,CDI,0
1912.0,22944.0,917.0,12602.0,36.0,133.0,CDD,1
1452.0,17424.0,474.0,3345.0,31.0,203.0,CDI,0
555.0,6660.0,361.0,2203.0,31.0,14.0,CDI,0
1347.0,16164.0,876.0,1427.0,14.0,41.0,CDI,0
805.0,9660.0,523.0,1395.0,20.0,31.0,CDI,0
1912.0,22944.0,657.0,2841.0,21.0,130.0,CDD,0
621.0,7452.0,404.0,6215.0,33.0,126.0,CDD,0
555.0,6660.0,361.0,1092.0,13.0,87.0,CDI,0
2145.0,25740.0,778.0,2815.0,19.0,246.0,CDI,0
919.0,11028.0,447.0,1210.0,17.0,271.0,CDI,0
805.0,9660.0,523.0,2039.0,21.0,27.0,CDD,0
1452.0,17424.0,790.0,4378.0,20.0,79.0,CDI,0
1231.0,14772.0,737.0,5683.0,16.0,114.0,CDI,1
1026.0,12312.0,496.0,1773.0,20.0,16.0,CDD,0
2220.0,26640.0,805.0,5003.0,16.0,35.0,CDD,0
1912.0,22944.0,910.0,10964.0,31.0,32.0,CDI,0
1231.0,14772.0,510.0,1736.0,20.0,7.0,CDD,0
3942.0,47304.0,1658.0,1557.0,17.0,44.0,CDD,0
1026.0,12312.0,492.0,1007.0,19.0,3.0,CDI,0
1026.0,12312.0,667.0,4133.0,31.0,49.0,CDI,0
1132.0,13584.0,479.0,1876.0,26.0,179.0,CDI,0
1231.0,14772.0,543.0,4926.0,28.0,24.0,CDI,0
1026.0,12312.0,583.0,611.0,9.0,60.0,CDI,0
2094.0,25128.0,577.0,14430.0,29.0,360.0,CDI,0
2645.0,31740.0,900.0,5300.0,21.0,94.0,CDD,0
555.0,6660.0,361.0,7284.0,34.0,40.0,CDD,0
2351.0,28212.0,1210.0,1736.0,17.0,143.0,CDD,0
1231.0,14772.0,750.0,573.0,20.0,123.0,CDD,0
1231.0,14772.0,702.0,1693.0,8.0,70.0,CDI,0
2351.0,28212.0,892.0,11523.0,24.0,47.0,CDI,0
805.0,9660.0,480.0,573.0,18.0,15.0,CDI,1
1781.0,21372.0,695.0,5808.0,28.0,112.0,CDI,0
1026.0,12312.0,575.0,1711.0,17.0,28.0,CDI,1
1452.0,17424.0,591.0,587.0,16.0,24.0,CDI,0
555.0,6660.0,361.0,1029.0,16.0,42.0,CDI,0
1452.0,17424.0,517.0,3581.0,20.0,43.0,CDI,0
1231.0,14772.0,671.0,3313.0,23.0,12.0,CDI,0
805.0,9660.0,493.0,5496.0,26.0,11.0,CDI,0
1026.0,12312.0,455.0,1773.0,20.0,99.0,CDI,0
1452.0,17424.0,653.0,2487.0,19.0,167.0,CDI,0
1758.0,21096.0,733.0,10201.0,14.0,124.0,CDI,0
1661.0,19932.0,660.0,1184.0,18.0,178.0,CDI,0
1026.0,12312.0,577.0,14188.0,36.0,203.0,CDI,0
682.0,8184.0,443.0,2039.0,16.0,52.0,CDI,0
1231.0,14772.0,466.0,3736.0,28.0,105.0,CDI,0
3189.0,38268.0,1550.0,8259.0,16.0,28.0,CDI,0
2351.0,28212.0,822.0,4812.0,10.0,204.0,CDI,0
1231.0,14772.0,621.0,5300.0,21.0,219.0,CDD,0
1452.0,17424.0,718.0,1462.0,19.0,14.0,CDI,0
621.0,7452.0,404.0,7284.0,34.0,109.0,CDI,0
1661.0,19932.0,660.0,3774.0,14.0,108.0,CDD,0
555.0,6660.0,361.0,1029.0,14.0,58.0,CDI,0
1026.0,12312.0,458.0,679.0,20.0,74.0,CDI,0
1912.0,22944.0,658.0,6890.0,34.0,282.0,CDD,0
555.0,6660.0,361.0,5300.0,24.0,50.0,CDI,0
2351.0,28212.0,1096.0,959.0,13.0,47.0,CDD,0
805.0,9660.0,511.0,914.0,20.0,31.0,CDI,0
1026.0,12312.0,667.0,5595.0,27.0,144.0,CDI,0
555.0,6660.0,361.0,1210.0,21.0,12.0,CDI,1
805.0,9660.0,451.0,679.0,20.0,74.0,CDI,0
621.0,7452.0,404.0,7284.0,34.0,18.0,CDI,0
1554.0,18648.0,653.0,2039.0,20.0,81.0,CDD,0
712.0,8544.0,463.0,1029.0,19.0,52.0,CDI,0
1452.0,17424.0,691.0,881.0,8.0,108.0,CDI,0
2572.0,30864.0,1077.0,12045.0,30.0,47.0,CDD,0
2351.0,28212.0,960.0,11367.0,34.0,116.0,CDI,0
1026.0,12312.0,667.0,1336.0,24.0,104.0,CDI,0
2572.0,30864.0,995.0,2039.0,18.0,44.0,CDD,0
1026.0,12312.0,484.0,2962.0,20.0,77.0,CDI,0
1661.0,19932.0,699.0,2039.0,18.0,80.0,CDI,0
919.0,11028.0,448.0,8062.0,25.0,35.0,CDI,0
3800.0,45600.0,1322.0,14350.0,36.0,29.0,CDI,0
1231.0,14772.0,653.0,12602.0,36.0,224.0,CDD,0
2351.0,28212.0,661.0,9269.0,31.0,152.0,CDI,0
2771.0,33252.0,1382.0,2732.0,12.0,13.0,CDI,1
1583.0,18996.0,641.0,815.0,20.0,31.0,CDI,0
2351.0,28212.0,729.0,13768.0,36.0,336.0,CDI,0
805.0,9660.0,462.0,573.0,20.0,32.0,CDI,0
555.0,6660.0,361.0,679.0,20.0,360.0,CDI,0
1452.0,17424.0,944.0,8720.0,28.0,159.0,CDI,1
1026.0,12312.0,503.0,1092.0,20.0,56.0,CDI,0
2351.0,28212.0,890.0,8231.0,22.0,5.0,CDI,0
555.0,6660.0,361.0,743.0,20.0,160.0,CDI,0
621.0,7452.0,404.0,724.0,21.0,251.0,CDI,0
1026.0,12312.0,667.0,3119.0,21.0,134.0,CDI,0
1452.0,17424.0,580.0,540.0,9.0,72.0,CDI,1
805.0,9660.0,498.0,4091.0,25.0,136.0,CDI,0
621.0,7452.0,404.0,679.0,20.0,15.0,CDI,0
1026.0,12312.0,504.0,1176.0,13.0,47.0,CDI,0
1231.0,14772.0,487.0,1885.0,13.0,181.0,CDI,0
2145.0,25740.0,838.0,6675.0,20.0,155.0,CDD,0
1452.0,17424.0,478.0,4926.0,20.0,16.0,CDI,0
1661.0,19932.0,1080.0,5171.0,24.0,360.0,CDD,0
1912.0,22944.0,552.0,9193.0,34.0,50.0,CDI,0
621.0,7452.0,404.0,679.0,20.0,38.0,CDI,0
1912.0,22944.0,563.0,881.0,8.0,109.0,CDI,0
1661.0,19932.0,671.0,2462.0,15.0,24.0,CDI,0
